id,name,group,n,nnz,density_pct,sparsity_pct,class,in_local_data,url_mm
2430,L-9,AG-Monien,17983,71192,0.02201440263039,99.9779855973696,Extremely sparse,False,https://sparse.tamu.edu/MM/AG-Monien/L-9.tar.gz
1219,bmw3_2,GHS_indef,227362,11288630,0.02183762866954,99.97816237133044,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/bmw3_2.tar.gz
1850,BenElechi1,BenElechi,245874,13150496,0.02175288782591,99.97824711217407,Extremely sparse,False,https://sparse.tamu.edu/MM/BenElechi/BenElechi1.tar.gz
2228,TSOPF_FS_b39_c30,TSOPF,120216,3121160,0.02159690339602,99.97840309660396,Extremely sparse,False,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b39_c30.tar.gz
2395,cond-mat-2005,Newman,40421,351382,0.02150628532177,99.97849371467822,Extremely sparse,False,https://sparse.tamu.edu/MM/Newman/cond-mat-2005.tar.gz
1261,finance256,GHS_psdef,37376,298496,0.02136745871645,99.97863254128356,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_psdef/finance256.tar.gz
1311,gridgena,GHS_psdef,48962,512084,0.021361065290190002,99.9786389347098,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_psdef/gridgena.tar.gz
584,mark3jac060,Hollinger,27449,160723,0.02133167585731,99.97866832414267,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/mark3jac060.tar.gz
585,mark3jac060sc,Hollinger,27449,160723,0.02133167585731,99.97866832414267,Extremely sparse,True,https://sparse.tamu.edu/MM/Hollinger/mark3jac060sc.tar.gz
924,Andrews,Andrews,60000,760154,0.02111538888888,99.97888461111113,Extremely sparse,False,https://sparse.tamu.edu/MM/Andrews/Andrews.tar.gz
971,ohne2,Schenk_ISEI,181343,6869939,0.02089061804461,99.97910938195538,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_ISEI/ohne2.tar.gz
566,g7jac200,Hollinger,59310,717620,0.02040040013917,99.97959959986082,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/g7jac200.tar.gz
567,g7jac200sc,Hollinger,59310,717620,0.02040040013917,99.97959959986082,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/g7jac200sc.tar.gz
1266,hood,GHS_psdef,220542,9895422,0.02034471931388,99.97965528068612,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_psdef/hood.tar.gz
957,3D_51448_3D,Schenk_IBMSDS,51448,537038,0.0202893448463,99.9797106551537,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_IBMSDS/3D_51448_3D.tar.gz
958,ibm_matrix_2,Schenk_IBMSDS,51448,537038,0.0202893448463,99.9797106551537,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_IBMSDS/ibm_matrix_2.tar.gz
455,bayer04,Grund,20545,85537,0.02026477206277,99.97973522793724,Extremely sparse,False,https://sparse.tamu.edu/MM/Grund/bayer04.tar.gz
805,cfd2,Rothberg,123440,3085406,0.02024885608033,99.97975114391969,Extremely sparse,False,https://sparse.tamu.edu/MM/Rothberg/cfd2.tar.gz
1439,LFAT5000,Oberwolfach,19994,79966,0.020003500299860002,99.97999649970014,Extremely sparse,False,https://sparse.tamu.edu/MM/Oberwolfach/LFAT5000.tar.gz
1170,Pd,MathWorks,8081,13036,0.01996246364671,99.98003753635328,Extremely sparse,False,https://sparse.tamu.edu/MM/MathWorks/Pd.tar.gz
2589,de2010,DIMACS10,24115,116056,0.0199568992812,99.9800431007188,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/de2010.tar.gz
574,jan99jac080,Hollinger,27534,151063,0.01992597077715,99.98007402922283,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/jan99jac080.tar.gz
575,jan99jac080sc,Hollinger,27534,151063,0.01992597077715,99.98007402922283,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/jan99jac080sc.tar.gz
2592,hi2010,DIMACS10,25016,124126,0.01983476337855,99.98016523662145,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/hi2010.tar.gz
2620,ri2010,DIMACS10,25181,125750,0.01983179605792,99.98016820394209,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/ri2010.tar.gz
1243,ncvxqp9,GHS_indef,16554,54040,0.01972011479004,99.98027988520997,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/ncvxqp9.tar.gz
2632,vsp_barth5_1Ksep_50in_5Kout,DIMACS10,32212,203610,0.01962292405635,99.98037707594364,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/vsp_barth5_1Ksep_50in_5Kout.tar.gz
2648,ML_Laplace,Janna,377002,27582698,0.01940659917941,99.98059340082058,Extremely sparse,False,https://sparse.tamu.edu/MM/Janna/ML_Laplace.tar.gz
2635,vsp_bump2_e18_aa01_model1_crew1,DIMACS10,56438,601602,0.01888713310435,99.98111286689564,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/vsp_bump2_e18_aa01_model1_crew1.tar.gz
2426,brack2,AG-Monien,62631,733118,0.01868939275901,99.981310607241,Extremely sparse,False,https://sparse.tamu.edu/MM/AG-Monien/brack2.tar.gz
2641,vsp_model1_crew1_cr42_south31,DIMACS10,45101,379952,0.01867911914138,99.98132088085862,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/vsp_model1_crew1_cr42_south31.tar.gz
2387,dielFilterV3clx,Dziekonski,420408,32886208,0.0186068071298,99.9813931928702,Extremely sparse,False,https://sparse.tamu.edu/MM/Dziekonski/dielFilterV3clx.tar.gz
1364,Si87H76,PARSEC,240369,10661631,0.01845298947788,99.98154701052212,Extremely sparse,False,https://sparse.tamu.edu/MM/PARSEC/Si87H76.tar.gz
2390,as-22july06,Newman,22963,96872,0.018371347605380003,99.98162865239462,Extremely sparse,False,https://sparse.tamu.edu/MM/Newman/as-22july06.tar.gz
2470,delaunay_n15,DIMACS10,32768,196548,0.01830495893955,99.98169504106043,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/delaunay_n15.tar.gz
2826,Goodwin_127,Goodwin,178437,5778545,0.01814883171594,99.98185116828404,Extremely sparse,False,https://sparse.tamu.edu/MM/Goodwin/Goodwin_127.tar.gz
1279,shipsec1,DNVS,140874,3568176,0.01797978836038,99.9820202116396,Extremely sparse,True,https://sparse.tamu.edu/MM/DNVS/shipsec1.tar.gz
2378,cop20k_A,Williams,121192,2624331,0.01786778448083,99.98213221551916,Extremely sparse,False,https://sparse.tamu.edu/MM/Williams/cop20k_A.tar.gz
2433,biplane-9,AG-Monien,21701,84076,0.017853055192400002,99.9821469448076,Extremely sparse,False,https://sparse.tamu.edu/MM/AG-Monien/biplane-9.tar.gz
951,c-66,Schenk_IBMNA,49989,444853,0.01780195199726,99.98219804800272,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-66.tar.gz
1588,c-66b,Schenk_IBMNA,49989,444851,0.01780187196205,99.98219812803796,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-66b.tar.gz
1294,blockqp1,GHS_indef,60012,640033,0.01777158509954,99.98222841490043,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/blockqp1.tar.gz
1193,rajat09,Rajat,24482,105573,0.01761404394804,99.98238595605196,Extremely sparse,False,https://sparse.tamu.edu/MM/Rajat/rajat09.tar.gz
2215,mono_500Hz,FreeFieldTechnologies,169410,5033796,0.01753951282938,99.98246048717064,Extremely sparse,False,https://sparse.tamu.edu/MM/FreeFieldTechnologies/mono_500Hz.tar.gz
2644,vsp_sctap1-2b_and_seymourl,DIMACS10,40174,281662,0.01745171485072,99.98254828514928,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/vsp_sctap1-2b_and_seymourl.tar.gz
2520,cs4,DIMACS10,22499,87716,0.01732815753039,99.9826718424696,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/cs4.tar.gz
1456,California,Pajek,9664,16150,0.01729253582627,99.98270746417371,Extremely sparse,False,https://sparse.tamu.edu/MM/Pajek/California.tar.gz
2347,descriptor_xingo6u,Rommes,20738,73916,0.01718718360861,99.9828128163914,Extremely sparse,False,https://sparse.tamu.edu/MM/Rommes/descriptor_xingo6u.tar.gz
284,onetone2,ATandT,36057,222596,0.017121356732,99.982878643268,Extremely sparse,False,https://sparse.tamu.edu/MM/ATandT/onetone2.tar.gz
2463,coPapersCiteseer,DIMACS10,434102,32073440,0.01702009456471,99.98297990543529,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/coPapersCiteseer.tar.gz
2356,bips07_3078,Rommes,21128,75729,0.01696467115352,99.98303532884648,Extremely sparse,False,https://sparse.tamu.edu/MM/Rommes/bips07_3078.tar.gz
2349,xingo3012,Rommes,20944,74386,0.01695789521447,99.98304210478553,Extremely sparse,False,https://sparse.tamu.edu/MM/Rommes/xingo3012.tar.gz
1849,Dubcova3,UTEP,146689,3636643,0.01690073428119,99.9830992657188,Extremely sparse,False,https://sparse.tamu.edu/MM/UTEP/Dubcova3.tar.gz
1295,bloweya,GHS_indef,30004,150009,0.01666322284433,99.98333677715566,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/bloweya.tar.gz
955,2D_54019_highK,Schenk_IBMSDS,54019,486129,0.01665936521555,99.98334063478444,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_IBMSDS/2D_54019_highK.tar.gz
964,barrier2-1,Schenk_ISEI,113076,2129496,0.016654667024959997,99.98334533297502,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-1.tar.gz
965,barrier2-2,Schenk_ISEI,113076,2129496,0.016654667024959997,99.98334533297502,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-2.tar.gz
966,barrier2-3,Schenk_ISEI,113076,2129496,0.016654667024959997,99.98334533297502,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-3.tar.gz
967,barrier2-4,Schenk_ISEI,113076,2129496,0.016654667024959997,99.98334533297502,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-4.tar.gz
1249,tuma1,GHS_indef,22967,87760,0.01663750020239,99.9833624997976,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/tuma1.tar.gz
1900,vfem,CEMW,93476,1434636,0.016418802725770003,99.98358119727423,Extremely sparse,True,https://sparse.tamu.edu/MM/CEMW/vfem.tar.gz
1577,c-61,Schenk_IBMNA,43618,310016,0.01629493423936,99.98370506576065,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-61.tar.gz
348,bcsstm38,Boeing,8032,10485,0.01625253220186,99.98374746779814,Extremely sparse,False,https://sparse.tamu.edu/MM/Boeing/bcsstm38.tar.gz
961,barrier2-10,Schenk_ISEI,115625,2158759,0.01614732809349,99.9838526719065,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-10.tar.gz
962,barrier2-11,Schenk_ISEI,115625,2158759,0.01614732809349,99.9838526719065,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-11.tar.gz
963,barrier2-12,Schenk_ISEI,115625,2158759,0.01614732809349,99.9838526719065,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-12.tar.gz
968,barrier2-9,Schenk_ISEI,115625,2158759,0.01614732809349,99.9838526719065,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_ISEI/barrier2-9.tar.gz
2524,fe_body,DIMACS10,45087,327468,0.01610891125753,99.98389108874248,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/fe_body.tar.gz
2432,stufe-10,AG-Monien,24010,92828,0.01610255063444,99.98389744936556,Extremely sparse,False,https://sparse.tamu.edu/MM/AG-Monien/stufe-10.tar.gz
576,jan99jac100,Hollinger,34454,190224,0.01602455621378,99.9839754437862,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/jan99jac100.tar.gz
577,jan99jac100sc,Hollinger,34454,190224,0.01602455621378,99.9839754437862,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/jan99jac100sc.tar.gz
586,mark3jac080,Hollinger,36609,214643,0.01601551828906,99.98398448171096,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/mark3jac080.tar.gz
587,mark3jac080sc,Hollinger,36609,214643,0.01601551828906,99.98398448171096,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/mark3jac080sc.tar.gz
1919,2cubes_sphere,Um,101492,1647264,0.01599188233574,99.98400811766426,Extremely sparse,False,https://sparse.tamu.edu/MM/Um/2cubes_sphere.tar.gz
1852,FEM_3D_thermal2,Botonakis,147900,3489300,0.01595151594945,99.98404848405052,Extremely sparse,False,https://sparse.tamu.edu/MM/Botonakis/FEM_3D_thermal2.tar.gz
2500,rgg_n_2_16_s0,DIMACS10,65536,684254,0.01593152992427,99.98406847007573,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/rgg_n_2_16_s0.tar.gz
282,zenios,HB,2873,1314,0.015919305356139998,99.98408069464384,Extremely sparse,False,https://sparse.tamu.edu/MM/HB/zenios.tar.gz
2492,kron_g500-logn19,DIMACS10,524288,43562265,0.01584785968589,99.98415214031412,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/kron_g500-logn19.tar.gz
1589,c-67b,Schenk_IBMNA,57975,530583,0.01578598974554,99.98421401025446,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-67b.tar.gz
952,c-67,Schenk_IBMNA,57975,530229,0.01577545748128,99.98422454251872,Extremely sparse,True,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-67.tar.gz
1349,CO,PARSEC,221119,7666057,0.01567905634534,99.98432094365464,Extremely sparse,False,https://sparse.tamu.edu/MM/PARSEC/CO.tar.gz
1576,c-60,Schenk_IBMNA,43640,298570,0.01567749548215,99.98432250451783,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-60.tar.gz
1578,c-65,Schenk_IBMNA,48066,360428,0.01560064511983,99.98439935488015,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-65.tar.gz
802,xenon2,Ronis,157464,3866688,0.015594683739089999,99.9844053162609,Extremely sparse,False,https://sparse.tamu.edu/MM/Ronis/xenon2.tar.gz
2425,whitaker3_dual,AG-Monien,19190,57162,0.015522349799499999,99.9844776502005,Extremely sparse,False,https://sparse.tamu.edu/MM/AG-Monien/whitaker3_dual.tar.gz
1857,3Dspectralwave2,Sinclair,292008,12935272,0.015170016943959998,99.98482998305604,Extremely sparse,False,https://sparse.tamu.edu/MM/Sinclair/3Dspectralwave2.tar.gz
2286,soc-Slashdot0811,SNAP,77360,905468,0.01513004377123,99.98486995622876,Extremely sparse,False,https://sparse.tamu.edu/MM/SNAP/soc-Slashdot0811.tar.gz
2528,fe_tooth,DIMACS10,78136,905182,0.01482632650053,99.98517367349947,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/fe_tooth.tar.gz
2415,crack_dual,AG-Monien,20141,60086,0.014811915798000001,99.985188084202,Extremely sparse,True,https://sparse.tamu.edu/MM/AG-Monien/crack_dual.tar.gz
2627,vt2010,DIMACS10,32580,155598,0.01465891580662,99.98534108419338,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/vt2010.tar.gz
1228,c-71,GHS_indef,76638,859520,0.014634155367709999,99.98536584463228,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/c-71.tar.gz
2646,vsp_vibrobox_scagr7-2c_rlfddd,DIMACS10,77328,871172,0.01456902044957,99.98543097955042,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd.tar.gz
834,Zhao1,Zhao,33861,166453,0.014517507777460002,99.98548249222254,Extremely sparse,False,https://sparse.tamu.edu/MM/Zhao/Zhao1.tar.gz
835,Zhao2,Zhao,33861,166453,0.014517507777460002,99.98548249222254,Extremely sparse,False,https://sparse.tamu.edu/MM/Zhao/Zhao2.tar.gz
1267,inline_1,GHS_psdef,503712,36816170,0.014510220503890002,99.9854897794961,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_psdef/inline_1.tar.gz
1892,denormal,Castrillon,89400,1156224,0.014466615617910001,99.98553338438208,Extremely sparse,False,https://sparse.tamu.edu/MM/Castrillon/denormal.tar.gz
1194,rajat10,Rajat,30202,130303,0.01428509089938,99.9857149091006,Extremely sparse,False,https://sparse.tamu.edu/MM/Rajat/rajat10.tar.gz
1280,shipsec5,DNVS,179860,4598604,0.0142153263527,99.98578467364727,Extremely sparse,False,https://sparse.tamu.edu/MM/DNVS/shipsec5.tar.gz
983,ecl32,Sanghavi,51993,380415,0.014072390536520001,99.98592760946347,Extremely sparse,False,https://sparse.tamu.edu/MM/Sanghavi/ecl32.tar.gz
2287,soc-Slashdot0902,SNAP,82168,948464,0.01404802977277,99.98595197022723,Extremely sparse,False,https://sparse.tamu.edu/MM/SNAP/soc-Slashdot0902.tar.gz
1304,ncvxbqp1,GHS_indef,50000,349968,0.01399872,99.98600128,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/ncvxbqp1.tar.gz
1310,cvxbqp1,GHS_psdef,50000,349968,0.01399872,99.98600128,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_psdef/cvxbqp1.tar.gz
1296,boyd1,GHS_indef,93279,1211231,0.01392064038516,99.98607935961483,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/boyd1.tar.gz
1240,mario001,GHS_indef,38434,204912,0.013871908661680001,99.98612809133832,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/mario001.tar.gz
1227,c-70,GHS_indef,68924,658986,0.01387187736312,99.98612812263688,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/c-70.tar.gz
1226,c-69,GHS_indef,67458,623914,0.01371064255862,99.98628935744136,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/c-69.tar.gz
468,poli_large,Grund,15575,33033,0.013617328259409998,99.9863826717406,Extremely sparse,False,https://sparse.tamu.edu/MM/Grund/poli_large.tar.gz
1413,ckt11752_dc_1,IBM_EDA,49702,333029,0.01348137915942,99.98651862084058,Extremely sparse,False,https://sparse.tamu.edu/MM/IBM_EDA/ckt11752_dc_1.tar.gz
1225,c-68,GHS_indef,64810,565996,0.013475016915900001,99.9865249830841,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/c-68.tar.gz
1414,ckt11752_tr_0,IBM_EDA,49702,332807,0.013472392355950002,99.98652760764404,Extremely sparse,False,https://sparse.tamu.edu/MM/IBM_EDA/ckt11752_tr_0.tar.gz
578,jan99jac120,Hollinger,41374,229385,0.01340016033434,99.98659983966564,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/jan99jac120.tar.gz
579,jan99jac120sc,Hollinger,41374,229385,0.01340016033434,99.98659983966564,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/jan99jac120sc.tar.gz
2526,fe_rotor,DIMACS10,99617,1324862,0.013350690448889998,99.9866493095511,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/fe_rotor.tar.gz
2278,poli3,Grund,16955,37849,0.01316615068892,99.98683384931108,Extremely sparse,False,https://sparse.tamu.edu/MM/Grund/poli3.tar.gz
588,mark3jac100,Hollinger,45769,268563,0.012820451857629998,99.98717954814236,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/mark3jac100.tar.gz
589,mark3jac100sc,Hollinger,45769,268563,0.012820451857629998,99.98717954814236,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/mark3jac100sc.tar.gz
2787,loc-Brightkite,SNAP,58228,428156,0.01262810800827,99.98737189199171,Extremely sparse,False,https://sparse.tamu.edu/MM/SNAP/loc-Brightkite.tar.gz
973,para-4,Schenk_ISEI,153226,2930882,0.01248341489838,99.98751658510162,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_ISEI/para-4.tar.gz
1312,jnlbrng1,GHS_psdef,40000,199200,0.01245,99.98755,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_psdef/jnlbrng1.tar.gz
1314,obstclae,GHS_psdef,40000,197608,0.012350499999999999,99.9876495,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_psdef/obstclae.tar.gz
1315,torsion1,GHS_psdef,40000,197608,0.012350499999999999,99.9876495,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_psdef/torsion1.tar.gz
1854,chem_master1,Watson,40401,201201,0.01232667385086,99.98767332614914,Extremely sparse,False,https://sparse.tamu.edu/MM/Watson/chem_master1.tar.gz
1371,rajat22,Rajat,39899,195429,0.01227622918876,99.98772377081124,Extremely sparse,False,https://sparse.tamu.edu/MM/Rajat/rajat22.tar.gz
1313,minsurfo,GHS_psdef,40806,203622,0.012228597437560001,99.98777140256244,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_psdef/minsurfo.tar.gz
1424,bloweybl,GHS_indef,30003,109999,0.012219667055499999,99.9877803329445,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/bloweybl.tar.gz
1238,k1_san,GHS_indef,67759,559774,0.01219210647754,99.98780789352246,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/k1_san.tar.gz
2518,598a,DIMACS10,110971,1483868,0.012049700985400001,99.9879502990146,Extremely sparse,True,https://sparse.tamu.edu/MM/DIMACS10/598a.tar.gz
913,cage12,vanHeukelum,130228,2032536,0.01198476450556,99.98801523549444,Extremely sparse,True,https://sparse.tamu.edu/MM/vanHeukelum/cage12.tar.gz
1217,aug3d,GHS_indef,24300,69984,0.011851851851849999,99.98814814814814,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/aug3d.tar.gz
959,matrix_9,Schenk_IBMSDS,103430,1205518,0.01126887729604,99.98873112270395,Extremely sparse,False,https://sparse.tamu.edu/MM/Schenk_IBMSDS/matrix_9.tar.gz
1427,qpband,GHS_indef,20000,45000,0.01125,99.98875,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/qpband.tar.gz
1234,dtoc,GHS_indef,24993,69972,0.01120179212536,99.98879820787462,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/dtoc.tar.gz
2839,radiation,VLSI,223104,5526637,0.01110315050323,99.98889684949675,Extremely sparse,False,https://sparse.tamu.edu/MM/VLSI/radiation.tar.gz
1644,msdoor,INPRO,415863,19173163,0.01108646780154,99.98891353219844,Extremely sparse,False,https://sparse.tamu.edu/MM/INPRO/msdoor.tar.gz
2900,uni_chimera_i1,FlowIPM22,100000,1100592,0.01100592,99.98899408,Extremely sparse,False,https://sparse.tamu.edu/MM/FlowIPM22/uni_chimera_i1.tar.gz
1306,ncvxqp5,GHS_indef,62500,424966,0.0108791296,99.9891208704,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/ncvxqp5.tar.gz
2322,as-caida,SNAP,31379,106762,0.010842726485900001,99.9891572735141,Extremely sparse,True,https://sparse.tamu.edu/MM/SNAP/as-caida.tar.gz
2434,shock-9,AG-Monien,36476,142580,0.01071628354752,99.98928371645248,Extremely sparse,False,https://sparse.tamu.edu/MM/AG-Monien/shock-9.tar.gz
590,mark3jac120,Hollinger,54929,322483,0.01068817214723,99.98931182785276,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/mark3jac120.tar.gz
591,mark3jac120sc,Hollinger,54929,322483,0.01068817214723,99.98931182785276,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/mark3jac120sc.tar.gz
752,finan512,Mulvey,74752,596992,0.01068372935822,99.98931627064177,Extremely sparse,False,https://sparse.tamu.edu/MM/Mulvey/finan512.tar.gz
753,pfinan512,Mulvey,74752,596992,0.01068372935822,99.98931627064177,Extremely sparse,True,https://sparse.tamu.edu/MM/Mulvey/pfinan512.tar.gz
2314,p2p-Gnutella25,SNAP,22687,54705,0.01062852210896,99.98937147789104,Extremely sparse,False,https://sparse.tamu.edu/MM/SNAP/p2p-Gnutella25.tar.gz
2582,ak2010,DIMACS10,45292,217098,0.01058309818392,99.98941690181609,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/ak2010.tar.gz
2464,coPapersDBLP,DIMACS10,540486,30491458,0.01043780774383,99.98956219225616,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/coPapersDBLP.tar.gz
2517,144,DIMACS10,144649,2148786,0.010269807297699999,99.9897301927023,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/144.tar.gz
2836,imagesensor,VLSI,118758,1446396,0.01025560916999,99.98974439083,Extremely sparse,False,https://sparse.tamu.edu/MM/VLSI/imagesensor.tar.gz
1218,aug3dcqp,GHS_indef,35543,128115,0.01014125767833,99.98985874232169,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/aug3dcqp.tar.gz
2574,G_n_pin_pout,DIMACS10,100000,1002396,0.01002396,99.98997604,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/G_n_pin_pout.tar.gz
1229,c-72,GHS_indef,84064,707546,0.01001231668941,99.9899876833106,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/c-72.tar.gz
2576,smallworld,DIMACS10,100000,999996,0.00999996,99.99000004,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/smallworld.tar.gz
2575,preferentialAttachment,DIMACS10,100000,999970,0.0099997,99.9900003,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/preferentialAttachment.tar.gz
2647,CoupCons3D,Janna,416800,17277420,0.009945427827778412,99.99005457217224,Extremely sparse,False,https://sparse.tamu.edu/MM/Janna/CoupCons3D.tar.gz
2556,Chevron2,Chevron,90249,803173,0.009861075948078673,99.99013892405192,Extremely sparse,False,https://sparse.tamu.edu/MM/Chevron/Chevron2.tar.gz
2611,nh2010,DIMACS10,48837,234550,0.009834164791526656,99.99016583520849,Extremely sparse,False,https://sparse.tamu.edu/MM/DIMACS10/nh2010.tar.gz
2413,big_dual,AG-Monien,30269,89858,0.009807551592288547,99.99019244840773,Extremely sparse,False,https://sparse.tamu.edu/MM/AG-Monien/big_dual.tar.gz
1244,olesnik0,GHS_indef,88263,744216,0.009553040815143144,99.99044695918484,Extremely sparse,False,https://sparse.tamu.edu/MM/GHS_indef/olesnik0.tar.gz
1415,ASIC_100k,Sandia,99340,940621,0.009531612082466242,99.99046838791752,Extremely sparse,False,https://sparse.tamu.edu/MM/Sandia/ASIC_100k.tar.gz
1375,rajat26,Rajat,51032,247528,0.009504716214320282,99.99049528378568,Extremely sparse,False,https://sparse.tamu.edu/MM/Rajat/rajat26.tar.gz
1471,EVA,Pajek,8497,6726,0.00931591734174634,99.99068408265823,Extremely sparse,False,https://sparse.tamu.edu/MM/Pajek/EVA.tar.gz
2313,p2p-Gnutella24,SNAP,26518,65369,0.009295875717624283,99.99070412428236,Extremely sparse,False,https://sparse.tamu.edu/MM/SNAP/p2p-Gnutella24.tar.gz
592,mark3jac140,Hollinger,64089,376395,0.009163826441043552,99.99083617355896,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/mark3jac140.tar.gz
593,mark3jac140sc,Hollinger,64089,376395,0.009163826441043552,99.99083617355896,Extremely sparse,False,https://sparse.tamu.edu/MM/Hollinger/mark3jac140sc.tar.gz
2440,se,AG-Monien,32768,98300,0.009154900908470154,99.99084509909152,Extremely sparse,False,https://sparse.tamu.edu/MM/AG-Monien/se.tar.gz
2471,delaunay_n16,DIMACS10,65536,393150,0.009153736755251884,99.99084626324476,Extremely sparse,True,https://sparse.tamu.edu/MM/DIMACS10/delaunay_n16.tar.gz
